City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
599,gladstone,AU,71.78,light rain,-23.85,151.25,Highpoint International Hotel
602,gland,CH,60.91,clear sky,46.4208,6.2701,Hôtel La Barcarolle
603,trairi,BR,78.33,scattered clouds,-3.2778,-39.2689,janelas do mar
604,novouzensk,RU,50.18,overcast clouds,50.4592,48.1431,Gostinichnyy Domik
605,general roca,AR,59.18,broken clouds,-39.0333,-67.5833,Hotel El Recreo
606,torres,BR,66.83,overcast clouds,-29.3353,-49.7269,Farol Hotel
607,huicheng,CN,71.17,overcast clouds,23.0385,116.2899,Huilai Hotel
608,basoko,CD,71.2,overcast clouds,1.2391,23.616,Jackyna Hotel
611,gamba,GA,76.8,overcast clouds,-2.65,10.0,N/A
613,pindi gheb,PK,74.28,clear sky,33.2402,72.2661,Mohallah Masjid Ghulam shah
615,pita,GN,71.17,overcast clouds,10.8333,-12.5833,N/A
620,sechura,PE,63.21,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
621,bingol,TR,58.05,broken clouds,38.8847,40.4939,Vali Konağı
624,birao,CF,72.16,clear sky,10.2849,22.7882,N/A
626,emerald,AU,78.35,overcast clouds,-23.5333,148.1667,The Irish Village
627,mao,ES,70.36,overcast clouds,39.8885,4.2658,ARTIEM Capri
628,redmond,US,61.48,clear sky,47.674,-122.1215,Seattle Marriott Redmond
631,huilong,CN,63.37,clear sky,31.8111,121.655,Hilton Garden Inn Qidong
634,shakawe,BW,66.78,overcast clouds,-18.3667,21.85,EdenWood Lodge
636,itupeva,BR,68.05,light rain,-23.1531,-47.0578,Itupeva Plaza Hotel
637,arcata,US,62.74,fog,40.8665,-124.0828,"Hampton Inn & Suites Arcata, CA"
639,hobyo,SO,77.56,light rain,5.3505,48.5268,Halane Hotel and Restaurent
640,simitli,BG,54.32,clear sky,41.8833,23.1167,hotel Nice
641,ishigaki,JP,74.68,overcast clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
644,chipinge,ZW,58.08,overcast clouds,-20.1883,32.6236,Chipinge Breeze Lodge
645,norden,DE,53.96,scattered clouds,53.6,7.2,Hotel Aquarius
647,bekwai,GH,70.36,broken clouds,6.4534,-1.5774,Annex Plaza Hotel
648,oudtshoorn,ZA,61.16,scattered clouds,-33.5907,22.2014,Earthbound Guest House
653,riberalta,BO,74.71,overcast clouds,-10.9833,-66.1,Hotel Colonial
656,ondjiva,AO,71.87,broken clouds,-17.0667,15.7333,COMBUESA
660,mitu,CO,72.48,broken clouds,1.1983,-70.1733,N/A
662,siuna,NI,72.48,overcast clouds,13.7332,-84.7773,hotel los chinitos
663,arua,UG,64.22,overcast clouds,3.0201,30.9111,Golden Courts Hotel
664,salihli,TR,55.72,clear sky,38.4826,28.1477,Ozcelik Hotel
665,micheweni,TZ,74.26,clear sky,-4.9667,39.8333,N/A
666,domoni,KM,73.99,few clouds,-12.2569,44.5319,Al Djadid
668,saint-marc-des-carrieres,CA,51.22,overcast clouds,46.6834,-72.0491,Larguer les samares
669,kasongo-lunda,CD,70.57,overcast clouds,-6.4667,16.8167,N/A
670,berberati,CF,66.94,light rain,4.2612,15.7922,MAIRIE DE BERBERATI
671,tsaratanana,MG,65.14,clear sky,-16.7833,47.65,N/A
672,acarau,BR,78.42,scattered clouds,-2.8856,-40.12,castelo pizzaria
674,aswan,EG,73.56,clear sky,24.0934,32.907,Nuba Nile
